time,lon,lat,speed
08:35:10,-96.2948,30.5566,18.7210
08:35:11,-96.2950,30.5567,19.3380
08:35:11,-96.2950,30.5567,19.3380
08:35:12,-96.2951,30.5569,19.9130
08:35:12,-96.2951,30.5569,19.9130
08:35:13,-96.2953,30.5570,20.3610
08:35:13,-96.2953,30.5570,20.3610
08:35:14,-96.2955,30.5571,20.8450
08:35:14,-96.2955,30.5571,20.8450
08:35:15,-96.2956,30.5572,21.3360
08:35:15,-96.2956,30.5572,21.3360
08:35:16,-96.2958,30.5574,21.7440
08:35:16,-96.2958,30.5574,21.7440
08:35:17,-96.2960,30.5575,22.1340
08:35:17,-96.2960,30.5575,22.1340
08:35:18,-96.2961,30.5576,22.4700
08:35:18,-96.2961,30.5576,22.4700
08:35:19,-96.2963,30.5578,22.7770
08:35:19,-96.2963,30.5578,22.7770
08:35:20,-96.2965,30.5579,23.0580
08:35:21,-96.2965,30.5579,23.0580
08:35:21,-96.2967,30.5580,23.3470
08:35:22,-96.2967,30.5580,23.3470
08:35:22,-96.2969,30.5582,23.6350
08:35:23,-96.2969,30.5582,23.6350
08:35:23,-96.2970,30.5583,23.8420
08:35:24,-96.2970,30.5583,23.8420
08:35:24,-96.2972,30.5585,24.0010
08:35:25,-96.2972,30.5585,24.0010
08:35:25,-96.2974,30.5586,24.1340
08:35:26,-96.2974,30.5586,24.1340
08:35:26,-96.2976,30.5588,24.2220
08:35:27,-96.2976,30.5588,24.2220
08:35:27,-96.2978,30.5589,24.2000
08:35:28,-96.2978,30.5589,24.2000
08:35:28,-96.2980,30.5591,24.1160
08:35:29,-96.2980,30.5591,24.1160
08:35:29,-96.2982,30.5592,24.0140
08:35:30,-96.2982,30.5592,24.0140
08:35:30,-96.2983,30.5593,23.9020
08:35:31,-96.2983,30.5593,23.9020
08:35:31,-96.2985,30.5595,23.7680
08:35:32,-96.2985,30.5595,23.7680
08:35:32,-96.2987,30.5596,23.6100
08:35:33,-96.2987,30.5596,23.6100
08:35:33,-96.2989,30.5597,23.4250
08:35:34,-96.2989,30.5597,23.4250
08:35:34,-96.2991,30.5598,23.2260
08:35:35,-96.2991,30.5598,23.2260
08:35:35,-96.2993,30.5600,22.8230
08:35:36,-96.2993,30.5600,22.8230
08:35:36,-96.2995,30.5601,22.2750
